2025-08-15 16:17:26,532 - INFO - Starting geocoding process...
2025-08-15 16:17:26,534 - INFO - Backup created: /Users/samfrons/Desktop/storymaps/data/storymaps.json.backup_20250815_161726
2025-08-15 16:17:26,542 - INFO - Loaded 4000 entries
2025-08-15 16:17:26,542 - INFO - Found 3898 entries needing geocoding
2025-08-15 16:17:26,543 - INFO - Processing 2495 unique addresses
2025-08-15 16:18:08,220 - INFO - Updated Eterna Billard-Gesellschaft Flörsheimer & Co: (52.50127678083132, 13.411953306657738)
2025-08-15 16:18:08,220 - INFO - Processing address 23/2495: Kurfürstendamm 190/192, Berlin
2025-08-15 16:18:08,220 - INFO - Updated AG für Grundstücksverwaltung und Außenhandel: (52.5035641, 13.3305371)
2025-08-15 16:18:08,221 - INFO - Processing address 24/2495: Mohrenstr. 57, Berlin
2025-08-15 16:18:08,221 - INFO - Updated AG für Handel und Grundbesitz: (52.511298, 13.3847578)
2025-08-15 16:18:08,221 - INFO - Processing address 25/2495: Jägerstr. 69, Berlin
2025-08-15 16:18:08,221 - INFO - Updated AG für Konsortialbeteiligung: (52.4857799, 13.5755808)
2025-08-15 16:18:08,221 - INFO - Processing address 26/2495: Krausenstr. 54, Berlin
2025-08-15 16:18:08,221 - INFO - Updated A. Velisch & Hochgesang: (52.5094155, 13.3895332)
2025-08-15 16:18:08,221 - INFO - Processing address 27/2495: 17, Berlin
2025-08-15 16:18:08,221 - WARNING - Incomplete address detected: 17, Berlin
2025-08-15 16:18:08,221 - ERROR - Failed to geocode address: 17, Berlin
2025-08-15 16:18:08,221 - INFO - Processing address 28/2495: und 132/137, Berlin
2025-08-15 16:18:18,569 - WARNING - Failed to geocode: und 132/137, Berlin
2025-08-15 16:18:18,570 - ERROR - Failed to geocode address: und 132/137, Berlin
2025-08-15 16:18:18,570 - INFO - Processing address 29/2495: Voßstr. 25, Berlin
2025-08-15 16:18:18,570 - INFO - Updated A. Wertheim Special-Verkauf GmbH: (52.5108638, 13.3796918)
2025-08-15 16:18:18,571 - INFO - Processing address 30/2495: , Berlin, Germany
2025-08-15 16:18:18,571 - INFO - Updated A. Woitke: (52.51056300507378, 13.399577555391419)
2025-08-15 16:18:18,571 - INFO - Updated Alfred Dreyfuss: (52.51129921610475, 13.39925841970486)
2025-08-15 16:18:18,571 - INFO - Updated Alfred Mokrauer: (52.5104675015571, 13.39845645040822)
2025-08-15 16:18:18,571 - INFO - Updated Anghuli: (52.51059877105859, 13.398878289316208)
2025-08-15 16:18:18,571 - INFO - Updated Anso Apparatebau GmbH: (52.51102867687386, 13.398827760504387)
2025-08-15 16:18:18,571 - INFO - Updated Arnhold'sche Vermögensverwaltung GmbH: (52.51054918858927, 13.399104841244785)
2025-08-15 16:18:18,571 - INFO - Updated Arthur Heymann: (52.51131619978174, 13.398611146061356)
2025-08-15 16:18:18,571 - INFO - Updated Barmat: (52.511178104383745, 13.399181221221472)
2025-08-15 16:18:18,571 - INFO - Updated Basch & Co: (52.51083723506346, 13.398777221512937)
2025-08-15 16:18:18,571 - INFO - Updated Behrend, Emil: (52.51100417993853, 13.399497921703972)
2025-08-15 16:18:18,572 - INFO - Updated Bellevue-Apotheke Dr. Georg Herzberg: (52.51099196360984, 13.398761264883477)
2025-08-15 16:18:18,572 - INFO - Updated Bendit, Paula, geb. Schwersenz: (52.511093083366845, 13.398902600751498)
2025-08-15 16:18:18,572 - INFO - Updated Bernhard Schumann, Eisdiele: (52.511024997379906, 13.399306473435777)
2025-08-15 16:18:18,572 - INFO - Updated Bewässerungsgesellschaft Palästina mbH: (52.51114310759375, 13.398699996862337)
2025-08-15 16:18:18,572 - INFO - Updated Bruno Bernstein: (52.51058496157935, 13.399504024885232)
2025-08-15 16:18:18,572 - INFO - Updated C. Riese: (52.51094367728568, 13.39833284260354)
2025-08-15 16:18:18,572 - INFO - Updated Carl Himmelweit: (52.51103490404933, 13.399210967922592)
2025-08-15 16:18:18,572 - INFO - Updated Chemische Fabrik Dr. Seidel & Co GmbH: (52.510497318258174, 13.399537539893894)
2025-08-15 16:18:18,572 - INFO - Updated Concordia-Apotheke Dr. Max Haase Inhaber Theodor Kauf: (52.51049947227958, 13.399073350042563)
2025-08-15 16:18:18,572 - INFO - Updated Conrad Tack & Cie. AG: (52.510596316413576, 13.398650954284344)
2025-08-15 16:18:18,572 - INFO - Updated Croner, Rosenthaler & Co: (52.51083571896772, 13.39871671199901)
2025-08-15 16:18:18,573 - INFO - Updated D. Herz: (52.51061106946841, 13.399523729969795)
2025-08-15 16:18:18,573 - INFO - Updated Der deutsche Qualitäts-Schuh: (52.51108557290106, 13.399387632589473)
2025-08-15 16:18:18,573 - INFO - Updated Deutsche Eisenbahn-Reklame GmbH: (52.51111982329636, 13.39837609330849)
2025-08-15 16:18:18,573 - INFO - Updated Dora Wachtel: (52.51054876119738, 13.39847874007028)
2025-08-15 16:18:18,573 - INFO - Updated Dr. Georg Herzberg Fabrikation pharmazeutischer Präparate: (52.510913067440676, 13.398427661068741)
2025-08-15 16:18:18,573 - INFO - Updated Dr. Gustav Wicke: (52.51080988157064, 13.398828112386544)
2025-08-15 16:18:18,573 - INFO - Updated Dr. Ing. Neumann & Co: (52.510506657196174, 13.398478052035928)
2025-08-15 16:18:18,573 - INFO - Updated Dr. Toni Haber, Pension Westend: (52.51121623898969, 13.39888909689995)
2025-08-15 16:18:18,573 - INFO - Updated Dübelwerke GmbH: (52.51071340985745, 13.399402698248785)
2025-08-15 16:18:18,573 - INFO - Updated E. & F. Liepmann: (52.51083294248029, 13.398438515297682)
2025-08-15 16:18:18,573 - INFO - Updated E. Witte's Apotheke, Julius Hirschberg: (52.51126542854391, 13.398658715948587)
2025-08-15 16:18:18,573 - INFO - Updated Edgar Ritterband: (52.51103780780794, 13.399472802869374)
2025-08-15 16:18:18,573 - INFO - Updated Eisdiele Kohn: (52.51058717957677, 13.398335082307502)
2025-08-15 16:18:18,573 - INFO - Updated Eisladen der Senta Reibach-Ruß: (52.511230917399686, 13.399431335405193)
2025-08-15 16:18:18,573 - INFO - Updated Elsa Liedke: (52.510806218110694, 13.398733547038374)
2025-08-15 16:18:18,574 - INFO - Updated Ernst Schotte & Co: (52.51044067866349, 13.399487855292255)
2025-08-15 16:18:18,574 - INFO - Updated Essig- u. Mostrich-Fabrik Nordring Hugo Jacobsohn & Co: (52.51119868455773, 13.398933975775359)
2025-08-15 16:18:18,574 - INFO - Updated Eugen Kohn: (52.510787263478164, 13.398535257370371)
2025-08-15 16:18:18,574 - INFO - Updated Eugen Wendriner & Sohn: (52.51116192411079, 13.39852467460587)
2025-08-15 16:18:18,574 - INFO - Updated Feinkost Pförtner: (52.5104948981878, 13.398702174658725)
2025-08-15 16:18:18,574 - INFO - Updated Feuchtwanger & Co GmbH: (52.51131593097929, 13.398459217583069)
2025-08-15 16:18:18,574 - INFO - Updated Firma Salberg: (52.51068959377907, 13.399061214658245)
2025-08-15 16:18:18,574 - INFO - Updated Forst-Apotheke, W. Blevers ( W. Rievers): (52.51121232660788, 13.398625137829338)
2025-08-15 16:18:18,574 - INFO - Updated Fulgo Export GmbH: (52.51044832723197, 13.398460966863494)
2025-08-15 16:18:18,574 - INFO - Updated G. Fränkel (früher behördl. Dolmetscher, ehem. Prokurist): (52.51056558286066, 13.398433701162306)
2025-08-15 16:18:18,574 - INFO - Updated Gebr. Friedländer: (52.510536218630335, 13.39951827885171)
2025-08-15 16:18:18,574 - INFO - Updated Gebr. Jüdel: (52.511228943805456, 13.398845036279225)
2025-08-15 16:18:18,575 - INFO - Updated Gebr. Kindermann: (52.51111899763449, 13.398745737230286)
2025-08-15 16:18:18,575 - INFO - Updated Gebr. S. & E. Schmukler: (52.510602537790106, 13.398916006213717)
2025-08-15 16:18:18,575 - INFO - Updated Gebrüder Siedner Holz - Engros - Geschäft: (52.510539810532855, 13.398735504604522)
2025-08-15 16:18:18,575 - INFO - Updated Gebrüder Stub: (52.51129736737773, 13.398416153851505)
2025-08-15 16:18:18,575 - INFO - Updated Georg Wedell: (52.510551604988315, 13.399200481952521)
2025-08-15 16:18:18,575 - INFO - Updated Getreide-Verwertung AG: (52.51084818074518, 13.399399495077946)
2025-08-15 16:18:18,575 - INFO - Updated Gorbatschow Liköre J. Kramer & Co: (52.51082265360228, 13.399534025959777)
2025-08-15 16:18:18,575 - INFO - Updated Großwäscherei Riebe: (52.51055802144825, 13.398375106256063)
2025-08-15 16:18:18,575 - INFO - Updated Grundstücksgesellschaft Hans GmbH: (52.51076668992119, 13.399380535523665)
2025-08-15 16:18:18,575 - INFO - Updated Hael-Werkstätten für künstlerische Keramik GmbH: (52.510892547008595, 13.39914233911582)
2025-08-15 16:18:18,575 - INFO - Updated Hans Jacob Bornstein: (52.51053175685293, 13.399518248580758)
2025-08-15 16:18:18,575 - INFO - Updated Hans Max Samuel Kirstein: (52.511121715190605, 13.398721266529106)
2025-08-15 16:18:18,576 - INFO - Updated Hans Wall: (52.51078092248581, 13.399199205751751)
2025-08-15 16:18:18,576 - INFO - Processing address 31/2495: 4, Berlin
2025-08-15 16:18:18,576 - WARNING - Incomplete address detected: 4, Berlin
2025-08-15 16:18:18,576 - ERROR - Failed to geocode address: 4, Berlin
2025-08-15 16:18:18,576 - INFO - Processing address 32/2495: Magdeburger Platz 4, Berlin
2025-08-15 16:18:18,576 - INFO - Updated A. Zuntz sel. Wwe.: (52.50275551922978, 13.360799331432636)
2025-08-15 16:18:18,576 - INFO - Updated Chronos Zeitschriften GmbH: (52.5034165627241, 13.36102183611992)
2025-08-15 16:18:18,576 - INFO - Processing address 33/2495: Matthaikirchstr. 10, Berlin
2025-08-15 16:18:24,682 - WARNING - Failed to geocode: Matthaikirchstr. 10, Berlin
2025-08-15 16:18:24,682 - ERROR - Failed to geocode address: Matthaikirchstr. 10, Berlin
2025-08-15 16:18:24,682 - INFO - Processing address 34/2495: Salzufer 17/19, Berlin
2025-08-15 16:18:24,682 - INFO - Updated AG Johannes Jeserich: (52.5193279, 13.3218197)
2025-08-15 16:18:24,683 - INFO - Processing address 35/2495: Möckernstraße 118, Berlin
2025-08-15 16:18:24,683 - INFO - Updated AG für Biervertrieb: (52.4950314, 13.379671)
2025-08-15 16:18:24,683 - INFO - Processing address 36/2495: Landgrafenstr. 18, Berlin
2025-08-15 16:18:24,683 - INFO - Updated AG für Landwirtschaft und Industrie: (52.50433114581206, 13.348190525900854)
2025-08-15 16:18:24,683 - INFO - Updated August Knoche-Wallwitz GmbH: (52.50433217806091, 13.34752937166808)
2025-08-15 16:18:24,683 - INFO - Processing address 37/2495: Kurfürstendamm 13, Berlin
2025-08-15 16:18:24,683 - INFO - Updated AG für metallurgische Produkte: (52.504203018732554, 13.333509207924473)
2025-08-15 16:18:24,683 - INFO - Updated Alfred Dreifuß: (52.504231900266674, 13.333591087666047)
2025-08-15 16:18:24,683 - INFO - Processing address 38/2495: Segelfliederdamm 27, Berlin
2025-08-15 16:18:30,085 - WARNING - Failed to geocode: Segelfliederdamm 27, Berlin
2025-08-15 16:18:30,085 - ERROR - Failed to geocode address: Segelfliederdamm 27, Berlin
2025-08-15 16:18:30,085 - INFO - Processing address 39/2495: Burgstr. 24, Berlin
2025-08-15 16:18:30,085 - INFO - Updated Abels Schokolade GmbH: (52.5222556, 13.4003567)
2025-08-15 16:18:30,085 - INFO - Processing address 40/2495: Hohenstaufenstr. 8, Berlin
2025-08-15 16:18:30,085 - INFO - Updated Abr. Schmidt: (52.4948325, 13.3509689)
2025-08-15 16:18:30,085 - INFO - Processing address 41/2495: Rückertstr. 6, Berlin
2025-08-15 16:18:30,085 - INFO - Updated Abraham Antmann: (52.5102565, 13.3031308)
2025-08-15 16:18:30,085 - INFO - Processing address 42/2495: 3, Berlin
2025-08-15 16:18:30,085 - WARNING - Incomplete address detected: 3, Berlin
2025-08-15 16:18:30,085 - ERROR - Failed to geocode address: 3, Berlin
2025-08-15 16:18:30,085 - INFO - Processing address 43/2495: Richthofenstr. 7, Berlin
2025-08-15 16:18:30,085 - INFO - Updated Abraham Ball: (52.4838407, 13.3838027)
2025-08-15 16:18:30,085 - INFO - Processing address 44/2495: Waldstr.  16, Berlin
2025-08-15 16:18:30,085 - INFO - Updated Abraham Berenblum: (52.44152813278654, 13.55261363050579)
2025-08-15 16:18:30,085 - INFO - Updated Beerenblum Abraham: (52.44169920154396, 13.552775321135847)
2025-08-15 16:18:30,085 - INFO - Processing address 45/2495: Rosenstr. 16, Berlin
2025-08-15 16:18:30,085 - INFO - Updated Abraham Brettschneider: (52.52090656295562, 13.40601964664742)
2025-08-15 16:18:30,085 - INFO - Updated Biedermann & Mamlok: (52.52112437802572, 13.405291329627493)
2025-08-15 16:18:30,085 - INFO - Updated David & Ehrlich: (52.52128498597407, 13.406012954486814)
2025-08-15 16:18:30,085 - INFO - Processing address 46/2495: Jablonskistr.  31, Berlin
2025-08-15 16:18:30,085 - INFO - Updated Abraham Ebel: (52.5361979, 13.4278519)
2025-08-15 16:18:30,085 - INFO - Processing address 47/2495: Mulackstr.  11, Berlin
2025-08-15 16:18:30,085 - INFO - Updated Abraham Feder: (52.5274948, 13.4056018)
2025-08-15 16:18:30,085 - INFO - Processing address 48/2495: 9, Berlin
2025-08-15 16:18:30,085 - WARNING - Incomplete address detected: 9, Berlin
2025-08-15 16:18:30,085 - ERROR - Failed to geocode address: 9, Berlin
2025-08-15 16:18:30,085 - INFO - Processing address 49/2495: Linienstr. 213, Berlin
2025-08-15 16:18:30,085 - INFO - Updated Abraham Frommer: (52.5286028, 13.4055417)
2025-08-15 16:18:30,085 - INFO - Processing address 50/2495: 97, Berlin
2025-08-15 16:18:30,085 - WARNING - Incomplete address detected: 97, Berlin
2025-08-15 16:18:30,086 - ERROR - Failed to geocode address: 97, Berlin
2025-08-15 16:18:30,086 - INFO - Processing address 51/2495: Taubenstr. 21, Berlin
2025-08-15 16:18:30,086 - INFO - Updated Abraham Herschaft: (52.4494151, 13.4679752)
2025-08-15 16:18:30,086 - INFO - Processing address 52/2495: Weinbergsweg 4, Berlin
2025-08-15 16:18:30,086 - INFO - Updated Abraham J. Grebler: (52.5306742, 13.4022925)
2025-08-15 16:18:30,086 - INFO - Processing address 53/2495: 79, Berlin
2025-08-15 16:18:30,086 - WARNING - Incomplete address detected: 79, Berlin
2025-08-15 16:18:30,086 - ERROR - Failed to geocode address: 79, Berlin
2025-08-15 16:18:30,086 - INFO - Processing address 54/2495: Königstr.  17, Berlin
2025-08-15 16:18:32,170 - INFO - Geocoded: Königstr.  17, Berlin -> (52.4197465, 13.1581597) confidence: 8.875486381318407e-05
2025-08-15 16:18:32,170 - INFO - Updated Abraham Liß: (52.4197465, 13.1581597)
2025-08-15 16:18:32,170 - INFO - Processing address 55/2495: Kastanienallee 45, Berlin
2025-08-15 16:18:34,218 - INFO - Geocoded: Kastanienallee 45, Berlin -> (52.534641, 13.405447) confidence: 8.875486381318407e-05
2025-08-15 16:18:34,218 - INFO - Updated Abraham Pfeffer: (52.534641, 13.405447)
2025-08-15 16:18:34,218 - INFO - Processing address 56/2495: Gollnowstr.  11, Berlin
2025-08-15 16:18:40,313 - WARNING - Failed to geocode: Gollnowstr.  11, Berlin
2025-08-15 16:18:40,313 - ERROR - Failed to geocode address: Gollnowstr.  11, Berlin
2025-08-15 16:18:40,313 - INFO - Processing address 57/2495: Anzengruberstr.  11, Berlin
2025-08-15 16:18:41,826 - INFO - Geocoded: Anzengruberstr.  11, Berlin -> (52.4805834, 13.4407507) confidence: 8.875486381318407e-05
2025-08-15 16:18:41,827 - INFO - Updated Abraham Schaul: (52.4805834, 13.4407507)
2025-08-15 16:18:41,827 - INFO - Processing address 58/2495: Jägerstr. 55, Berlin
2025-08-15 16:18:43,643 - INFO - Geocoded: Jägerstr. 55, Berlin -> (52.5142572, 13.3939684) confidence: 8.875486381318407e-05
2025-08-15 16:18:43,643 - INFO - Updated Abraham Schlesinger: (52.5142572, 13.3939684)
2025-08-15 16:18:43,643 - INFO - Processing address 59/2495: Markgrafenstr.  19, Berlin
2025-08-15 16:18:45,345 - INFO - Geocoded: Markgrafenstr.  19, Berlin -> (52.6324194, 13.3029073) confidence: 8.875486381318407e-05
2025-08-15 16:18:45,345 - INFO - Updated Abraham Schäfer: (52.6324194, 13.3029073)
2025-08-15 16:18:45,345 - INFO - Processing address 60/2495: Oranienstr. 1, Berlin
2025-08-15 16:18:46,976 - INFO - Geocoded: Oranienstr. 1, Berlin -> (52.4994866, 13.4262291) confidence: 8.875486381318407e-05
2025-08-15 16:18:46,976 - INFO - Updated Abraham Stein: (52.4994866, 13.4262291)
2025-08-15 16:18:46,976 - INFO - Processing address 61/2495: 96, Berlin
2025-08-15 16:18:46,976 - WARNING - Incomplete address detected: 96, Berlin
2025-08-15 16:18:46,976 - ERROR - Failed to geocode address: 96, Berlin
2025-08-15 16:18:46,976 - INFO - Processing address 62/2495: Grunewaldstr.  61, Berlin
2025-08-15 16:18:48,633 - INFO - Geocoded: Grunewaldstr.  61, Berlin -> (52.4886729, 13.3426929) confidence: 8.875486381318407e-05
2025-08-15 16:18:48,633 - INFO - Updated Abraham Weber: (52.4886729, 13.3426929)
2025-08-15 16:18:48,633 - INFO - Processing address 63/2495: 75, Berlin
2025-08-15 16:18:48,633 - WARNING - Incomplete address detected: 75, Berlin
2025-08-15 16:18:48,633 - ERROR - Failed to geocode address: 75, Berlin
2025-08-15 16:18:48,633 - INFO - Processing address 64/2495: Kurfürstendamm 234, Berlin
2025-08-15 16:18:50,602 - INFO - Geocoded: Kurfürstendamm 234, Berlin -> (52.5040233, 13.3336718) confidence: 8.875486381318407e-05
2025-08-15 16:18:50,603 - INFO - Updated Abraham Wreschner: (52.503785378863064, 13.333283457214039)
2025-08-15 16:18:50,603 - INFO - Updated Both & Hertz: (52.50429350556009, 13.334017833256551)
2025-08-15 16:18:50,603 - INFO - Processing address 65/2495: 39, Berlin
2025-08-15 16:18:50,603 - WARNING - Incomplete address detected: 39, Berlin
2025-08-15 16:18:50,603 - ERROR - Failed to geocode address: 39, Berlin
2025-08-15 16:18:50,603 - INFO - Processing address 66/2495: 15, Berlin
2025-08-15 16:18:50,603 - WARNING - Incomplete address detected: 15, Berlin
2025-08-15 16:18:50,603 - ERROR - Failed to geocode address: 15, Berlin
2025-08-15 16:18:50,603 - INFO - Processing address 67/2495: Rubensstr. 19, Berlin
2025-08-15 16:18:52,455 - INFO - Geocoded: Rubensstr. 19, Berlin -> (52.4755473, 13.3432497) confidence: 8.875486381318407e-05
2025-08-15 16:18:52,455 - INFO - Updated Abraham, Ralph: (52.4755473, 13.3432497)
2025-08-15 16:18:52,455 - INFO - Processing address 68/2495: Kronenstr. 22, Berlin
2025-08-15 16:18:54,047 - INFO - Geocoded: Kronenstr. 22, Berlin -> (52.511386, 13.3927068) confidence: 0.05342208819714653
2025-08-15 16:18:54,048 - INFO - Updated Abrahamowsky & Wagner: (52.511386, 13.3927068)
2025-08-15 16:18:54,048 - INFO - Processing address 69/2495: Gleimstr.  19, Berlin
2025-08-15 16:18:55,586 - INFO - Geocoded: Gleimstr.  19, Berlin -> (52.5471967, 13.4094238) confidence: 8.875486381318407e-05
2025-08-15 16:18:55,586 - INFO - Updated Abram Dreisiuk: (52.5471967, 13.4094238)
2025-08-15 16:18:55,586 - INFO - Processing address 70/2495: Mauerstr. 2, Berlin
2025-08-15 16:18:57,163 - INFO - Geocoded: Mauerstr. 2, Berlin -> (52.5100384, 13.3875511) confidence: 0.27844345352870076
2025-08-15 16:18:57,163 - INFO - Updated Abram Salwe: (52.5100384, 13.3875511)
2025-08-15 16:18:57,163 - INFO - Processing address 71/2495: Kaiserstr. 38, Berlin
2025-08-15 16:18:59,122 - INFO - Geocoded: Kaiserstr. 38, Berlin -> (52.5229143, 13.5528155) confidence: 8.875486381318407e-05
2025-08-15 16:18:59,122 - INFO - Updated Abé Ringer & Co: (52.52309112060095, 13.553233944219633)
2025-08-15 16:18:59,122 - INFO - Updated Caspar Coper: (52.523339099066916, 13.553323859831664)
2025-08-15 16:18:59,122 - INFO - Processing address 72/2495: 34, Berlin
2025-08-15 16:18:59,122 - WARNING - Incomplete address detected: 34, Berlin
2025-08-15 16:18:59,122 - ERROR - Failed to geocode address: 34, Berlin
2025-08-15 16:18:59,122 - INFO - Processing address 73/2495: 92, Berlin
2025-08-15 16:18:59,122 - WARNING - Incomplete address detected: 92, Berlin
2025-08-15 16:18:59,122 - ERROR - Failed to geocode address: 92, Berlin
2025-08-15 16:18:59,122 - INFO - Processing address 74/2495: Weissenburgstr. 16, Berlin
2025-08-15 16:19:05,962 - WARNING - Failed to geocode: Weissenburgstr. 16, Berlin
2025-08-15 16:19:05,978 - ERROR - Failed to geocode address: Weissenburgstr. 16, Berlin
2025-08-15 16:19:05,978 - INFO - Processing address 75/2495: Friedrichstr. 45, Berlin
2025-08-15 16:19:07,806 - INFO - Geocoded: Friedrichstr. 45, Berlin -> (52.5075917, 13.3907378) confidence: 8.875486381318407e-05
2025-08-15 16:19:07,806 - INFO - Updated Ad. Goldschmidt: (52.507941117369064, 13.39044827515461)
2025-08-15 16:19:07,806 - INFO - Updated Georg Seidentopf & Co: (52.50723573823579, 13.390719680130083)
2025-08-15 16:19:07,806 - INFO - Processing address 76/2495: 13, Berlin
2025-08-15 16:19:07,806 - WARNING - Incomplete address detected: 13, Berlin
2025-08-15 16:19:07,806 - ERROR - Failed to geocode address: 13, Berlin
2025-08-15 16:19:07,806 - INFO - Processing address 77/2495: Adalbertstr. 16, Berlin
